objectid,filename,display_template,object_location,image_small,image_thumb,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement
geneseenews_1938i,geneseenews_1938i.pdf,pdf,https://objects.lib.uidaho.edu/genesee-news/geneseenews_1938i.pdf,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1938i_sm.jpg,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1938i_sm.jpg,The Genesee News - 1938,,1938,9/16 to 9/23; 11/4,,"Genesee, ID",46.55110282,-116.9290381,Earl Bennett,,text,application/pdf,eng,"No Known Copyright - The organization that has made the Item available reasonably believes that the Item is not restricted by copyright or related rights, but a conclusive determination could not be made. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.",http://rightsstatements.org/vocab/NKC/1.0/
geneseenews_1939i,geneseenews_1939i.pdf,pdf,https://objects.lib.uidaho.edu/genesee-news/geneseenews_1939i.pdf,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1939i_sm.jpg,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1939i_sm.jpg,The Genesee News - 1939,,1939,none,,"Genesee, ID",46.55110282,-116.9290381,Earl Bennett,,text,application/pdf,eng,"No Known Copyright - The organization that has made the Item available reasonably believes that the Item is not restricted by copyright or related rights, but a conclusive determination could not be made. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.",http://rightsstatements.org/vocab/NKC/1.0/
geneseenews_1940i,geneseenews_1940i.pdf,pdf,https://objects.lib.uidaho.edu/genesee-news/geneseenews_1940i.pdf,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1940i_sm.jpg,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1940i_sm.jpg,The Genesee News - 1940,,1940,2/23,,"Genesee, ID",46.55110282,-116.9290381,Earl Bennett,,text,application/pdf,eng,"No Known Copyright - The organization that has made the Item available reasonably believes that the Item is not restricted by copyright or related rights, but a conclusive determination could not be made. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.",http://rightsstatements.org/vocab/NKC/1.0/
geneseenews_1941halfyear,geneseenews_1941halfyear.pdf,pdf,https://objects.lib.uidaho.edu/genesee-news/geneseenews_1941halfyear.pdf,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1941halfyear_sm.jpg,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1941halfyear_sm.jpg,The Genesee News - 1941 (Half Year),,1941,final 6 months,,"Genesee, ID",46.55110282,-116.9290381,Earl Bennett,,text,application/pdf,eng,"No Known Copyright - The organization that has made the Item available reasonably believes that the Item is not restricted by copyright or related rights, but a conclusive determination could not be made. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.",http://rightsstatements.org/vocab/NKC/1.0/
geneseenews_1941i,geneseenews_1941i.pdf,pdf,https://objects.lib.uidaho.edu/genesee-news/geneseenews_1941i.pdf,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1941i_sm.jpg,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1941i_sm.jpg,The Genesee News - 1941,,1941,Jan/1 to 6/13. Included in Marion Wise paper,,"Genesee, ID",46.55110282,-116.9290381,Earl Bennett,,text,application/pdf,eng,"No Known Copyright - The organization that has made the Item available reasonably believes that the Item is not restricted by copyright or related rights, but a conclusive determination could not be made. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.",http://rightsstatements.org/vocab/NKC/1.0/
geneseenews_1942i,geneseenews_1942i.pdf,pdf,https://objects.lib.uidaho.edu/genesee-news/geneseenews_1942i.pdf,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1942i_sm.jpg,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1942i_sm.jpg,The Genesee News - 1942,,1942,none,,"Genesee, ID",46.55110282,-116.9290381,Earl Bennett,,text,application/pdf,eng,"No Known Copyright - The organization that has made the Item available reasonably believes that the Item is not restricted by copyright or related rights, but a conclusive determination could not be made. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.",http://rightsstatements.org/vocab/NKC/1.0/
geneseenews_1943i,geneseenews_1943i.pdf,pdf,https://objects.lib.uidaho.edu/genesee-news/geneseenews_1943i.pdf,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1943i_sm.jpg,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1943i_sm.jpg,The Genesee News - 1943,,1943,9/24,,"Genesee, ID",46.55110282,-116.9290381,Earl Bennett,,text,application/pdf,eng,"No Known Copyright - The organization that has made the Item available reasonably believes that the Item is not restricted by copyright or related rights, but a conclusive determination could not be made. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.",http://rightsstatements.org/vocab/NKC/1.0/
geneseenews_1944i,geneseenews_1944i.pdf,pdf,https://objects.lib.uidaho.edu/genesee-news/geneseenews_1944i.pdf,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1944i_sm.jpg,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1944i_sm.jpg,The Genesee News - 1944,,1944,none,,"Genesee, ID",46.55110282,-116.9290381,Earl Bennett,,text,application/pdf,eng,"No Known Copyright - The organization that has made the Item available reasonably believes that the Item is not restricted by copyright or related rights, but a conclusive determination could not be made. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.",http://rightsstatements.org/vocab/NKC/1.0/
geneseenews_1945,geneseenews_1945.pdf,pdf,https://objects.lib.uidaho.edu/genesee-news/geneseenews_1945.pdf,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1945_sm.jpg,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1945_sm.jpg,The Genesee News - 1945,,1945,2/7,,"Genesee, ID",46.55110282,-116.9290381,Earl Bennett,,text,application/pdf,eng,"No Known Copyright - The organization that has made the Item available reasonably believes that the Item is not restricted by copyright or related rights, but a conclusive determination could not be made. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.",http://rightsstatements.org/vocab/NKC/1.0/
geneseenews_1946i,geneseenews_1946i.pdf,pdf,https://objects.lib.uidaho.edu/genesee-news/geneseenews_1946i.pdf,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1946i_sm.jpg,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1946i_sm.jpg,The Genesee News - 1946,,1946,none,,"Genesee, ID",46.55110282,-116.9290381,Earl Bennett,,text,application/pdf,eng,"No Known Copyright - The organization that has made the Item available reasonably believes that the Item is not restricted by copyright or related rights, but a conclusive determination could not be made. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.",http://rightsstatements.org/vocab/NKC/1.0/
geneseenews_1947i,geneseenews_1947i.pdf,pdf,https://objects.lib.uidaho.edu/genesee-news/geneseenews_1947i.pdf,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1947i_sm.jpg,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1947i_sm.jpg,The Genesee News - 1947,,1947,6/20,,"Genesee, ID",46.55110282,-116.9290381,Earl Bennett,,text,application/pdf,eng,"No Known Copyright - The organization that has made the Item available reasonably believes that the Item is not restricted by copyright or related rights, but a conclusive determination could not be made. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.",http://rightsstatements.org/vocab/NKC/1.0/
geneseenews_1948i,geneseenews_1948i.pdf,pdf,https://objects.lib.uidaho.edu/genesee-news/geneseenews_1948i.pdf,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1948i_sm.jpg,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1948i_sm.jpg,The Genesee News - 1948,,1948,none,,"Genesee, ID",46.55110282,-116.9290381,Earl Bennett,,text,application/pdf,eng,"No Known Copyright - The organization that has made the Item available reasonably believes that the Item is not restricted by copyright or related rights, but a conclusive determination could not be made. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.",http://rightsstatements.org/vocab/NKC/1.0/
geneseenews_1949i,geneseenews_1949i.pdf,pdf,https://objects.lib.uidaho.edu/genesee-news/geneseenews_1949i.pdf,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1949i_sm.jpg,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1949i_sm.jpg,The Genesee News - 1949,,1949,none,,"Genesee, ID",46.55110282,-116.9290381,Earl Bennett,,text,application/pdf,eng,"No Known Copyright - The organization that has made the Item available reasonably believes that the Item is not restricted by copyright or related rights, but a conclusive determination could not be made. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.",http://rightsstatements.org/vocab/NKC/1.0/
geneseenews_1950,geneseenews_1950.pdf,pdf,https://objects.lib.uidaho.edu/genesee-news/geneseenews_1950.pdf,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1950_sm.jpg,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1950_sm.jpg,The Genesee News - 1950,,1950,none,,"Genesee, ID",46.55110282,-116.9290381,Earl Bennett,,text,application/pdf,eng,"No Known Copyright - The organization that has made the Item available reasonably believes that the Item is not restricted by copyright or related rights, but a conclusive determination could not be made. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.",http://rightsstatements.org/vocab/NKC/1.0/
geneseenews_1951i,geneseenews_1951i.pdf,pdf,https://objects.lib.uidaho.edu/genesee-news/geneseenews_1951i.pdf,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1951i_sm.jpg,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1951i_sm.jpg,The Genesee News - 1951,,1951,none,,"Genesee, ID",46.55110282,-116.9290381,Earl Bennett,,text,application/pdf,eng,"No Known Copyright - The organization that has made the Item available reasonably believes that the Item is not restricted by copyright or related rights, but a conclusive determination could not be made. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.",http://rightsstatements.org/vocab/NKC/1.0/
geneseenews_1952i,geneseenews_1952i.pdf,pdf,https://objects.lib.uidaho.edu/genesee-news/geneseenews_1952i.pdf,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1952i_sm.jpg,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1952i_sm.jpg,The Genesee News - 1952,,1952,none,,"Genesee, ID",46.55110282,-116.9290381,Earl Bennett,,text,application/pdf,eng,"No Known Copyright - The organization that has made the Item available reasonably believes that the Item is not restricted by copyright or related rights, but a conclusive determination could not be made. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.",http://rightsstatements.org/vocab/NKC/1.0/
geneseenews_1953i,geneseenews_1953i.pdf,pdf,https://objects.lib.uidaho.edu/genesee-news/geneseenews_1953i.pdf,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1953i_sm.jpg,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1953i_sm.jpg,The Genesee News - 1953,,1953,none,,"Genesee, ID",46.55110282,-116.9290381,Earl Bennett,,text,application/pdf,eng,"No Known Copyright - The organization that has made the Item available reasonably believes that the Item is not restricted by copyright or related rights, but a conclusive determination could not be made. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.",http://rightsstatements.org/vocab/NKC/1.0/
geneseenews_1954i,geneseenews_1954i.pdf,pdf,https://objects.lib.uidaho.edu/genesee-news/geneseenews_1954i.pdf,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1954i_sm.jpg,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1954i_sm.jpg,The Genesee News - 1954,,1954,none,,"Genesee, ID",46.55110282,-116.9290381,Earl Bennett,,text,application/pdf,eng,"No Known Copyright - The organization that has made the Item available reasonably believes that the Item is not restricted by copyright or related rights, but a conclusive determination could not be made. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.",http://rightsstatements.org/vocab/NKC/1.0/
geneseenews_1955,geneseenews_1955.pdf,pdf,https://objects.lib.uidaho.edu/genesee-news/geneseenews_1955.pdf,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1955_sm.jpg,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1955_sm.jpg,The Genesee News - 1955,,1955,1/21,,"Genesee, ID",46.55110282,-116.9290381,Earl Bennett,,text,application/pdf,eng,"No Known Copyright - The organization that has made the Item available reasonably believes that the Item is not restricted by copyright or related rights, but a conclusive determination could not be made. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.",http://rightsstatements.org/vocab/NKC/1.0/
geneseenews_1956,geneseenews_1956.pdf,pdf,https://objects.lib.uidaho.edu/genesee-news/geneseenews_1956.pdf,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1956_sm.jpg,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1956_sm.jpg,The Genesee News - 1956,,1956,10/19,,"Genesee, ID",46.55110282,-116.9290381,Earl Bennett,,text,application/pdf,eng,"No Known Copyright - The organization that has made the Item available reasonably believes that the Item is not restricted by copyright or related rights, but a conclusive determination could not be made. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.",http://rightsstatements.org/vocab/NKC/1.0/
geneseenews_1957i,geneseenews_1957i.pdf,pdf,https://objects.lib.uidaho.edu/genesee-news/geneseenews_1957i.pdf,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1957i_sm.jpg,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1957i_sm.jpg,The Genesee News - 1957,,1957,2/24. We have 2/22 there is no 2/24,,"Genesee, ID",46.55110282,-116.9290381,Earl Bennett,,text,application/pdf,eng,"No Known Copyright - The organization that has made the Item available reasonably believes that the Item is not restricted by copyright or related rights, but a conclusive determination could not be made. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.",http://rightsstatements.org/vocab/NKC/1.0/
geneseenews_1958i,geneseenews_1958i.pdf,pdf,https://objects.lib.uidaho.edu/genesee-news/geneseenews_1958i.pdf,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1958i_sm.jpg,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1958i_sm.jpg,The Genesee News - 1958,,1958,none,,"Genesee, ID",46.55110282,-116.9290381,Earl Bennett,,text,application/pdf,eng,"No Known Copyright - The organization that has made the Item available reasonably believes that the Item is not restricted by copyright or related rights, but a conclusive determination could not be made. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.",http://rightsstatements.org/vocab/NKC/1.0/
geneseenews_1959i,geneseenews_1959i.pdf,pdf,https://objects.lib.uidaho.edu/genesee-news/geneseenews_1959i.pdf,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1959i_sm.jpg,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1959i_sm.jpg,The Genesee News - 1959,,1959,none,,"Genesee, ID",46.55110282,-116.9290381,Earl Bennett,,text,application/pdf,eng,"No Known Copyright - The organization that has made the Item available reasonably believes that the Item is not restricted by copyright or related rights, but a conclusive determination could not be made. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.",http://rightsstatements.org/vocab/NKC/1.0/
geneseenews_1960i,geneseenews_1960i.pdf,pdf,https://objects.lib.uidaho.edu/genesee-news/geneseenews_1960i.pdf,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1960i_sm.jpg,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1960i_sm.jpg,The Genesee News - 1960,,1960,none,,"Genesee, ID",46.55110282,-116.9290381,Earl Bennett,,text,application/pdf,eng,"No Known Copyright - The organization that has made the Item available reasonably believes that the Item is not restricted by copyright or related rights, but a conclusive determination could not be made. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.",http://rightsstatements.org/vocab/NKC/1.0/
geneseenews_1961i,geneseenews_1961i.pdf,pdf,https://objects.lib.uidaho.edu/genesee-news/geneseenews_1961i.pdf,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1961i_sm.jpg,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1961i_sm.jpg,The Genesee News - 1961,,1961,none,,"Genesee, ID",46.55110282,-116.9290381,Earl Bennett,,text,application/pdf,eng,"No Known Copyright - The organization that has made the Item available reasonably believes that the Item is not restricted by copyright or related rights, but a conclusive determination could not be made. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.",http://rightsstatements.org/vocab/NKC/1.0/
geneseenews_1962i,geneseenews_1962i.pdf,pdf,https://objects.lib.uidaho.edu/genesee-news/geneseenews_1962i.pdf,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1962i_sm.jpg,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1962i_sm.jpg,The Genesee News - 1962,,1962,none,,"Genesee, ID",46.55110282,-116.9290381,Earl Bennett,,text,application/pdf,eng,"No Known Copyright - The organization that has made the Item available reasonably believes that the Item is not restricted by copyright or related rights, but a conclusive determination could not be made. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.",http://rightsstatements.org/vocab/NKC/1.0/
geneseenews_1963i,geneseenews_1963i.pdf,pdf,https://objects.lib.uidaho.edu/genesee-news/geneseenews_1963i.pdf,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1963i_sm.jpg,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1963i_sm.jpg,The Genesee News - 1963,,1963,none,,"Genesee, ID",46.55110282,-116.9290381,Earl Bennett,,text,application/pdf,eng,"No Known Copyright - The organization that has made the Item available reasonably believes that the Item is not restricted by copyright or related rights, but a conclusive determination could not be made. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.",http://rightsstatements.org/vocab/NKC/1.0/
geneseenews_1964i,geneseenews_1964i.pdf,pdf,https://objects.lib.uidaho.edu/genesee-news/geneseenews_1964i.pdf,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1964i_sm.jpg,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1964i_sm.jpg,The Genesee News - 1964,,1964,none,,"Genesee, ID",46.55110282,-116.9290381,Earl Bennett,,text,application/pdf,eng,"No Known Copyright - The organization that has made the Item available reasonably believes that the Item is not restricted by copyright or related rights, but a conclusive determination could not be made. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.",http://rightsstatements.org/vocab/NKC/1.0/
geneseenews_1965i,geneseenews_1965i.pdf,pdf,https://objects.lib.uidaho.edu/genesee-news/geneseenews_1965i.pdf,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1965i_sm.jpg,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1965i_sm.jpg,The Genesee News - 1965,,1965,none,,"Genesee, ID",46.55110282,-116.9290381,Earl Bennett,,text,application/pdf,eng,"No Known Copyright - The organization that has made the Item available reasonably believes that the Item is not restricted by copyright or related rights, but a conclusive determination could not be made. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.",http://rightsstatements.org/vocab/NKC/1.0/
geneseenews_1966i,geneseenews_1966i.pdf,pdf,https://objects.lib.uidaho.edu/genesee-news/geneseenews_1966i.pdf,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1966i_sm.jpg,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1966i_sm.jpg,The Genesee News - 1966,,1966,none,,"Genesee, ID",46.55110282,-116.9290381,Earl Bennett,,text,application/pdf,eng,"No Known Copyright - The organization that has made the Item available reasonably believes that the Item is not restricted by copyright or related rights, but a conclusive determination could not be made. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.",http://rightsstatements.org/vocab/NKC/1.0/
geneseenews_1967i,geneseenews_1967i.pdf,pdf,https://objects.lib.uidaho.edu/genesee-news/geneseenews_1967i.pdf,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1967i_sm.jpg,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1967i_sm.jpg,The Genesee News - 1967,,1967,none,,"Genesee, ID",46.55110282,-116.9290381,Earl Bennett,,text,application/pdf,eng,"No Known Copyright - The organization that has made the Item available reasonably believes that the Item is not restricted by copyright or related rights, but a conclusive determination could not be made. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.",http://rightsstatements.org/vocab/NKC/1.0/
geneseenews_1968i,geneseenews_1968i.pdf,pdf,https://objects.lib.uidaho.edu/genesee-news/geneseenews_1968i.pdf,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1968i_sm.jpg,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1968i_sm.jpg,The Genesee News - 1968,,1968,none,,"Genesee, ID",46.55110282,-116.9290381,Earl Bennett,,text,application/pdf,eng,"No Known Copyright - The organization that has made the Item available reasonably believes that the Item is not restricted by copyright or related rights, but a conclusive determination could not be made. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.",http://rightsstatements.org/vocab/NKC/1.0/
geneseenews_1971-1973,geneseenews_1971-1973.pdf,pdf,https://objects.lib.uidaho.edu/genesee-news/geneseenews_1971-1973.pdf,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1971-1973_sm.jpg,https://objects.lib.uidaho.edu/genesee-news/small/geneseenews_1971-1973_sm.jpg,The Gazette News - 1971-1973,,1971;1972;1973,"A Consolidation of the Kendrick Gazette
And The Genesee News
Published Every Wednesday (Dated Thursday )
January 7, 1971 -December 27, 1973 ",,"Genesee, ID",46.55110282,-116.9290381,Earl Bennett,,text,application/pdf,eng,"No Known Copyright - The organization that has made the Item available reasonably believes that the Item is not restricted by copyright or related rights, but a conclusive determination could not be made. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.",http://rightsstatements.org/vocab/NKC/1.0/
